0	0.378108	0.258923	0.251956	0.060006	0.054622	0.256325	0.141931	0.242795	0.434409	0.239086	0.428571	0.124541	0.03268	0.301593	0.315068	0.278708	0.493658	0.621943
0.000083	0.378108	0.258923	0.251956	0.060006	0.054622	0.256325	0.141931	0.234934	0.434409	0.239086	0.428571	0.124541	0.03268	0.301593	0.315068	0.278708	0.492072	0.621943
0.000165	0.378108	0.258923	0.251956	0.060006	0.054622	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.117481	0.03268	0.309887	0.315068	0.278708	0.495155	0.619913
0.000248	0.378108	0.258923	0.251956	0.060006	0.054622	0.256325	0.141931	0.234934	0.434409	0.231924	0.428571	0.124541	0.03268	0.309887	0.315068	0.278708	0.492072	0.62233
0.00033	0.378108	0.258923	0.251956	0.060006	0.048481	0.256325	0.145081	0.234934	0.434409	0.231924	0.428571	0.124541	0.03268	0.301593	0.315068	0.278708	0.491896	0.619913
0.000413	0.378108	0.258923	0.251956	0.060006	0.054622	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.117481	0.03268	0.301593	0.308708	0.278708	0.495155	0.614983
0.000495	0.378108	0.258923	0.258842	0.060006	0.048481	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.124541	0.03268	0.309887	0.315068	0.278708	0.495419	0.62233
0.000578	0.378108	0.258923	0.258842	0.060006	0.054622	0.256325	0.145081	0.234934	0.434409	0.231924	0.428571	0.117481	0.03268	0.301593	0.315068	0.278708	0.495507	0.617496
0.00066	0.378108	0.258923	0.258842	0.060006	0.054622	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.124541	0.03268	0.301593	0.308708	0.278708	0.497093	0.6174
0.000743	0.378108	0.258923	0.258842	0.060006	0.054622	0.249667	0.145081	0.242795	0.434409	0.231924	0.428571	0.117481	0.03268	0.301593	0.308708	0.278708	0.495331	0.614983
0.000825	0.378108	0.258923	0.258842	0.060006	0.048481	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.117481	0.03268	0.301593	0.308708	0.278708	0.495419	0.614983
0.000908	0.378108	0.258923	0.258842	0.055133	0.054622	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.117481	0.03268	0.301593	0.308708	0.278708	0.495684	0.614983
0.00099	0.378108	0.258923	0.251956	0.060006	0.054622	0.256325	0.145081	0.234934	0.434409	0.231924	0.428571	0.117481	0.03268	0.301593	0.308708	0.278708	0.493569	0.614983
0.001073	0.373433	0.252189	0.251956	0.060006	0.054622	0.256325	0.145081	0.242795	0.434409	0.231924	0.428571	0.117481	0.03268	0.309887	0.315068	0.278708	0.491455	0.619913
