0	0.314003	0.054435	0.139509	0.06991	0.098482	0.086508	0.164511	0.052688	0.183032	0.097397	0.171523	0.07134	0.130117	0.042588	0.155079	0.060814	0.310512	0.278456
0.000083	0.314003	0.054435	0.139509	0.06991	0.098482	0.086508	0.160671	0.052688	0.183032	0.097397	0.176159	0.07134	0.130117	0.042588	0.155079	0.054929	0.308866	0.278636
0.000165	0.314003	0.054435	0.139509	0.06991	0.098482	0.086508	0.164511	0.052688	0.183032	0.097397	0.171523	0.07134	0.130117	0.042588	0.155079	0.054929	0.310512	0.277379
0.000248	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.183032	0.097397	0.171523	0.07134	0.130117	0.042588	0.155079	0.054929	0.309732	0.277379
0.00033	0.318953	0.054435	0.139509	0.06991	0.098482	0.086508	0.160671	0.058028	0.183032	0.097397	0.171523	0.07134	0.130117	0.042588	0.155079	0.054929	0.311985	0.277379
0.000413	0.318953	0.054435	0.139509	0.06991	0.098482	0.086508	0.160671	0.052688	0.183032	0.097397	0.171523	0.07134	0.130117	0.042588	0.155079	0.054929	0.310686	0.277379
0.000495	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.183032	0.097397	0.176159	0.07134	0.130117	0.042588	0.155079	0.054929	0.309732	0.278636
0.000578	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.183032	0.094178	0.176159	0.07134	0.130117	0.042588	0.155079	0.054929	0.309732	0.277558
0.00066	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.183032	0.097397	0.176159	0.07134	0.130117	0.042588	0.151072	0.054929	0.309732	0.27711
0.000743	0.318953	0.054435	0.139509	0.06991	0.098482	0.086508	0.160671	0.052688	0.183032	0.097397	0.176159	0.07134	0.130117	0.038362	0.155079	0.054929	0.310686	0.277469
0.000826	0.318953	0.054435	0.139509	0.06991	0.098482	0.086508	0.160671	0.052688	0.183032	0.097397	0.176159	0.07134	0.130117	0.042588	0.151072	0.054929	0.310686	0.27711
0.000908	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.183032	0.097397	0.176159	0.07134	0.130117	0.038362	0.155079	0.054929	0.309732	0.277469
0.000991	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.186047	0.097397	0.176159	0.07134	0.130117	0.038362	0.151072	0.054929	0.309732	0.277199
0.001073	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.186047	0.097397	0.176159	0.07134	0.130117	0.042588	0.155079	0.054929	0.309732	0.279892
0.001156	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.058028	0.186047	0.097397	0.176159	0.07134	0.123538	0.038362	0.155079	0.054929	0.311032	0.27711
0.001238	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.186047	0.097397	0.176159	0.07134	0.123538	0.038362	0.155079	0.054929	0.309732	0.27711
0.001321	0.318953	0.054435	0.139509	0.06991	0.094599	0.086508	0.160671	0.052688	0.186047	0.097397	0.176159	0.07134	0.130117	0.038362	0.155079	0.054929	0.309732	0.278725
